WELL_MEASURES_ID,WELL_TEST_ID,WELL_COMPLETION_INTERVAL,CURRENT_WELL_USE,WELL_DEPTH,WELL_DEPTH_TEXT,WELL_COMPLETION_UNIT,DEPTH_UNIT,WELL_IN_PIT,CREATE_TIMESTAMP,CREATE_USERID
1205041,6931,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205043,11815,null,Domestic,80,null,null,feet,No,2011-10-20T10:38:47.710Z,CONVERSION
1205045,11816,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205047,9990,null,not in use,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205049,12038,null,Not in Use,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205051,11760,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205053,11761,null,livestock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205055,6932,null,Domestic,80,null,null,feet,No,2011-10-20T10:38:47.710Z,CONVERSION
1205057,12878,null,"Agricultural (stock, irrigation)",190,null,null,feet,No,2011-10-20T10:38:47.710Z,CONVERSION
1205059,10739,null,"Domestic and Agricultural (stock, irrigation)",24.38,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205063,10740,null,Domestic,33.53,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205065,11762,null,Domestic,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205067,5582,null,Domestic,121.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205069,10592,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205071,9694,null,Non-Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205073,11232,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205075,11763,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205077,11233,null,Domestic,79.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205079,11817,null,Stock,45.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205081,11818,null,Domestic & Stock,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205083,9476,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205085,10845,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205087,5583,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205089,11219,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205091,10846,null,Non-Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205093,11220,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205095,5584,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205097,11858,null,Domestic,61,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205099,10593,null,Stock,85.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205101,12039,null,Domestic,74.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205103,6933,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205105,12870,null,Non-Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205107,11278,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205109,9914,null,Domestic & Stock,47.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205111,9603,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205113,7497,null,Domestic,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205115,9991,null,Domestic,41.1,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205117,12879,null,Non-Domestic,38.1,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205119,12040,null,Domestic,27.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205121,9604,null,Domestic & Stock,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205125,11859,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205131,5585,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205133,7498,null,Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205135,11860,null,Domestic,50.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205137,10595,null,Domestic,47.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205141,10465,null,Domestic & Stock,41.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205143,9605,null,Domestic,33.5,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205145,10596,null,Stock,24.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205147,6580,null,Domestic,36.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205149,9477,null,Domestic & Stock,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205151,11861,null,Domestic,54.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205155,11279,null,Stock,56.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205161,12181,null,Non-Domestic,29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205167,10597,null,Domestic & Non-Domestic,67.1,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205173,9112,null,Domestic,25.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205175,12880,null,Domestic,57.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205177,12881,null,Domestic,23.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205179,10466,null,Domestic,22.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205181,5586,null,Domestic & Stock,59.4,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205185,10686,null,Domestic,15.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205187,12182,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205203,6581,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205205,9478,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205213,12041,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205215,11819,null,null,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205217,7500,null,Domestic,54.9,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205221,11222,null,Domestic & Stock,79.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205225,11234,null,Domestic & Stock,10.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205227,6582,null,Domestic,45.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205229,9915,null,Domestic,65.5,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205231,9606,null,Domestic,39.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205233,9113,null,Domestic,48.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205235,5587,null,Other,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205237,9607,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205239,11235,null,Domestic,36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205241,12883,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205243,12884,null,"Agricultural (stock, irrigation)",109.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205245,7723,null,Domestic and Agricultural,102.11,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205247,11820,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205249,12183,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205251,10687,null,Domestic,37.19,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205253,9114,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205255,11144,null,Domestic,49.38,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205257,9608,null,Domestic,18.3,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205259,10741,null,Domestic,39.62,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205261,10598,null,"Domestic and Agricultural (stock, irrigation)",45.72,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205263,12042,null,Domestic,48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205265,10688,null,"Domestic and Agricultural (stock, irrigation)",91.44,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205267,12043,null,Domestic,165.2,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205269,10599,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205271,11236,null,Domestic,18.29,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205273,11280,null,Domestic,22.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205275,11821,null,Domestic and Agricultural,62.79,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205277,7724,null,"Domestic and Agricultural (stock, irrigation)",60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205279,10847,null,Domestic,79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205281,10742,null,Domestic,38.1,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205283,10467,null,Domestic,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205285,11495,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205287,9115,null,null,60.96,null,null,metres,No,2011-10-20T10:38:47.000Z,CONVERSION
1205289,11862,null,Domestic,48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205291,9479,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205293,11822,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205295,6934,null,Domestic,34.44,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205297,12872,null,"Agricultural (stock, irrigation)",27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205299,11145,null,"Domestic and Agricultural (stock, irrigation)",41.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205301,9480,null,Domestic,4.88,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205303,11823,null,"Domestic and Agricultural (stock, irrigation)",22.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205305,12184,null,"Domestic and Agricultural (stock, irrigation)",46,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205307,12873,null,Domestic,42.06,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205309,12185,null,Domestic,58.52,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205311,6583,null,Domestic,53.64,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205313,12186,null,"Domestic and Agricultural (stock, irrigation)",60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205315,11281,null,"Domestic and Agricultural (stock, irrigation)",67.06,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205317,7725,null,"Domestic and Agricultural (stock, irrigation)",27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205319,11824,null,Domestic,28.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205321,10689,null,Domestic,23.16,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205323,9116,null,Domestic,22.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205325,11496,null,"Domestic and Agricultural (stock, irrigation)",18.33,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205327,12187,null,"Domestic and Agricultural (stock, irrigation)",65.23,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205329,12874,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205331,10690,null,"Agricultural (stock, irrigation)",25.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205333,10600,null,Other,25.6,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205335,10848,null,"Agricultural (stock, irrigation)",39.62,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205337,6935,null,"Domestic and Agricultural (stock, irrigation)",40.54,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205339,12875,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205341,9916,null,"Domestic and Agricultural (stock, irrigation)",25.91,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205343,12885,null,"Domestic and Agricultural (stock, irrigation)",79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205345,9117,null,Domestic,25.91,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205347,7726,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205349,7727,null,Domestic,64.92,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205351,11497,null,"Domestic and Agricultural (stock, irrigation)",30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205353,9481,null,"Domestic and Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205355,9118,null,"Domestic and Agricultural (stock, irrigation)",64.31,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205357,11237,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205359,7728,null,Other: not in use,54.86,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205361,11498,null,"Domestic and Agricultural (stock, irrigation)",64.01,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205363,10743,null,Domestic: two houses,15.35,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205365,10691,null,"Agricultural (stock, irrigation)",33.53,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205367,12876,null,"Domestic and Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205369,11238,null,Domestic,74,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205371,11282,null,Domestic,42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205373,6936,null,"Domestic and Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205375,9609,null,Domestic,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205377,11146,null,"Domestic and Agricultural (stock, irrigation)",45.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205379,12044,null,"Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205381,10849,null,Other: backup well,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205383,9917,null,Domestic,48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205385,10801,null,"Domestic and Agricultural (stock, irrigation)",27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205387,11825,null,Domestic,48.77,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205389,9610,null,Domestic,27.43,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205391,11499,null,Domestic,48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205393,9611,null,"Domestic and Agricultural (stock, irrigation)",26.82,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205395,11147,null,Domestic,28.8,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205397,11283,null,Domestic,31.09,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205399,11764,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205401,9482,null,"Agricultural (stock, irrigation)",32,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205403,12913,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205405,9918,null,Domestic,121.92,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205407,10802,null,Domestic,30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205409,10850,null,"Domestic and Agricultural (stock, irrigation)",30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205411,10803,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205413,10081,null,"Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205415,5588,null,"Domestic and Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205417,11284,null,Domestic,70,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205419,11239,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205421,12188,null,Domestic and Agricultural,109.73,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205423,12914,null,Domestic,48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205425,6584,null,Domestic,32,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205427,6585,null,"Domestic and Agricultural (stock, irrigation)",61,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205429,10804,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205431,12915,null,null,35.05,null,null,metres,No,2011-10-20T10:38:47.000Z,CONVERSION
1205433,5589,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205435,11765,null,"Agricultural (stock, irrigation)",64.01,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205437,9919,null,"Domestic and Agricultural (stock, irrigation)",83.82,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205439,6586,null,Domestic,12.7,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205441,10468,null,"Agricultural (stock, irrigation)",19.5,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205443,9920,null,Domestic,54.87,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205445,11500,null,Domestic,79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205447,10744,null,Domestic and Agricultural,79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205449,9483,null,"Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205451,9119,null,Domestic,47.55,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205453,11501,null,"Domestic and Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205455,11148,null,Domestic,42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205457,11285,null,"Domestic and Agricultural (stock, irrigation)",47.55,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205459,10469,null,"Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205461,11240,null,"Agricultural (stock, irrigation)",42.67,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205463,12916,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205465,9484,null,Domestic,36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205467,6587,null,"Domestic and Agricultural (stock, irrigation)",79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205469,12045,null,"Domestic and Agricultural (stock, irrigation)",96.01,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205471,11766,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205473,9485,null,"Agricultural (stock, irrigation)",86.87,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205475,11863,null,Other,53.04,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205477,9486,null,Domestic,61.26,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205479,12886,null,Domestic,36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205481,11767,null,Industrial,33.53,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205483,10536,null,Domestic,54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205485,11149,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205487,6588,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205489,9921,null,Domestic,18.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205491,9120,null,"Agricultural (stock, irrigation)",41.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205493,11286,null,Domestic,18.28,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205495,10537,null,Domestic,7.62,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205497,11150,null,Other,60.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205499,12887,null,"Domestic and Agricultural (stock, irrigation)",112.78,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205501,11768,null,"Domestic and Agricultural (stock, irrigation)",45.72,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205503,6937,null,"Agricultural (stock, irrigation)",86.26,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205505,10692,null,"Agricultural (stock, irrigation)",24.38,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205507,10805,null,Domestic,36.58,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205509,11769,null,Domestic,73.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205511,11287,null,Domestic,54.86,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205513,11502,null,Domestic,35.05,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205515,6938,null,Domestic,54.86,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205517,7729,null,"Domestic and Agricultural (stock, irrigation)",50.29,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205519,10745,null,Domestic,91.44,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205521,11151,null,"Domestic and Agricultural (stock, irrigation)",114.3,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205523,11288,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205525,6589,null,Other,79.25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205527,11241,null,Other,24.38,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205529,6939,null,"Domestic and Agricultural (stock, irrigation)",54.86,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205531,11152,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205533,11289,null,"Domestic and Agricultural (stock, irrigation)",15.24,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205535,6590,null,"Domestic and Agricultural (stock, irrigation)",83.82,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205537,11242,null,"Agricultural (stock, irrigation)",41.15,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205539,9922,null,"Agricultural (stock, irrigation)",67.06,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205541,10746,null,Domestic,30.48,null,null,metres,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205543,11153,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205545,12888,null,"Domestic and Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205547,10747,null,"Domestic and Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205549,11243,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205551,10748,null,"Agricultural (stock, irrigation)",null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205553,9923,null,"Domestic and Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205555,12889,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205557,10749,null,Other,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205559,11244,null,"Domestic and Agricultural (stock, irrigation)",28.96,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205561,10470,null,Domestic,25,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205563,11290,null,Domestic,30.48,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205565,9924,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205567,11770,null,"Agricultural (stock, irrigation)",77.72,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205569,10538,null,Other,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205571,9925,null,Other,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205573,11154,null,Domestic,null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205575,10693,null,"Domestic and Agricultural (stock, irrigation)",86.87,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205577,11291,null,"Agricultural (stock, irrigation)",36.58,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205579,10851,null,Domestic,null,null,null,null,Yes,2011-10-20T10:38:47.710Z,CONVERSION
1205581,11771,null,"Domestic and Agricultural (stock, irrigation)",48.77,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
1205583,11772,null,"Agricultural (stock, irrigation)",null,null,null,null,No,2011-10-20T10:38:47.710Z,CONVERSION
1205585,11245,null,"Domestic and Agricultural (stock, irrigation)",64.01,null,null,metres,No,2011-10-20T10:38:47.710Z,CONVERSION
